Zone,Lon,Lat,Datetime,Coal,Gas,Fuel_Oil,Hydro,Biomass,Solar,Wind,Pumped_Storage,Import,Curtailment
C,151,-34,1/3/2020 20:00,0,0,0,2155,335,0,385,0,0,0
C,151,-34,1/3/2020 21:00,0,0,0,1942,260,0,363,0,0,0
C,151,-34,1/3/2020 22:00,0,0,0,1533,250,0,383,0,0,0
C,151,-34,1/3/2020 23:00,0,0,0,928,227,0,389,0,0,0
C,151,-34,1/4/2020 0:00,0,0,0,1217,227,0,394,0,0,0
C,151,-34,1/4/2020 1:00,0,0,0,1038,169,0,351,0,0,0
C,151,-34,1/4/2020 2:00,0,0,0,526,165,0,338,0,0,0
C,151,-34,1/4/2020 3:00,0,0,0,644,165,0,334,0,0,0
C,151,-34,1/4/2020 4:00,0,0,0,556,165,0,304,0,0,0
C,151,-34,1/4/2020 5:00,0,0,0,526,165,0,277,0,0,0
C,151,-34,1/4/2020 6:00,0,0,0,1656,391,1,252,0,0,0
C,151,-34,1/4/2020 7:00,0,0,0,2530,395,34,190,0,0,0
C,151,-34,1/4/2020 8:00,0,0,0,3763,395,106,176,0,0,0
C,151,-34,1/4/2020 9:00,0,0,0,2882,395,197,176,0,0,0
C,151,-34,1/4/2020 10:00,0,0,0,2249,275,267,183,0,0,0
C,151,-34,1/4/2020 11:00,0,0,0,1838,335,300,230,0,0,0
C,151,-34,1/4/2020 12:00,0,0,0,2247,395,302,242,0,0,0
C,151,-34,1/4/2020 13:00,0,0,0,2484,395,289,260,0,0,0
C,151,-34,1/4/2020 14:00,0,0,0,3665,395,223,245,0,0,0
C,151,-34,1/4/2020 15:00,0,0,0,3592,395,169,288,0,0,0
C,151,-34,1/4/2020 16:00,0,0,0,3815,395,94,335,0,0,0
C,151,-34,1/4/2020 17:00,0,0,0,3577,395,44,327,0,0,0
C,151,-34,1/4/2020 18:00,0,0,0,3823,395,7,361,0,0,0
C,151,-34,1/4/2020 19:00,0,0,0,3844,395,0,389,0,0,0
C,151,-34,1/4/2020 20:00,0,0,0,3389,395,0,415,0,0,0
C,151,-34,1/4/2020 21:00,0,0,0,2905,395,0,411,0,0,0
C,151,-34,1/4/2020 22:00,0,0,0,2506,395,0,412,0,0,0
C,151,-34,1/4/2020 23:00,0,0,0,2287,395,0,411,0,0,0
C,151,-34,1/5/2020 0:00,0,0,0,1678,391,0,388,0,0,0
C,151,-34,1/5/2020 1:00,0,0,0,1345,285,0,359,0,0,0
C,151,-34,1/5/2020 2:00,0,0,0,1146,285,0,340,0,0,0
C,151,-34,1/5/2020 3:00,0,0,0,1146,225,0,304,0,0,0
C,151,-34,1/5/2020 4:00,0,0,0,1201,285,0,246,0,0,0
C,151,-34,1/5/2020 5:00,0,0,0,1495,289,0,186,0,0,0
C,151,-34,1/5/2020 6:00,0,0,0,1675,395,1,126,0,0,0
C,151,-34,1/5/2020 7:00,0,0,0,2833,395,21,125,0,0,0
C,151,-34,1/5/2020 8:00,0,0,0,3943,395,68,86,0,0,0
C,151,-34,1/5/2020 9:00,0,0,0,2668,395,175,98,0,0,0
C,151,-34,1/5/2020 10:00,0,0,0,2418,395,269,114,0,0,0
C,151,-34,1/5/2020 11:00,0,0,0,2647,395,305,166,0,0,0
C,151,-34,1/5/2020 12:00,0,0,0,2958,395,319,209,0,0,0
C,151,-34,1/5/2020 13:00,0,0,0,3372,395,306,151,0,0,0
C,151,-34,1/5/2020 14:00,0,0,0,3510,395,268,182,0,0,0
C,151,-34,1/5/2020 15:00,0,0,0,3321,395,196,166,0,0,0
C,151,-34,1/5/2020 16:00,0,0,0,2666,395,113,193,0,0,0
C,151,-34,1/5/2020 17:00,0,0,0,3445,395,37,254,0,0,0
C,151,-34,1/5/2020 18:00,0,0,0,3398,395,5,285,0,0,0
C,151,-34,1/5/2020 19:00,0,0,0,3320,395,0,307,0,0,0
C,151,-34,1/5/2020 20:00,0,0,0,2667,395,0,334,0,0,0
C,151,-34,1/5/2020 21:00,0,0,0,2346,395,0,342,0,0,0
C,151,-34,1/5/2020 22:00,0,0,0,1933,395,0,358,0,0,0
C,151,-34,1/5/2020 23:00,0,0,0,1933,395,0,367,0,0,0
C,151,-34,1/6/2020 0:00,0,0,0,1624,391,0,385,0,0,0
C,151,-34,1/6/2020 1:00,0,0,0,1034,202,0,395,0,0,0
C,151,-34,1/6/2020 2:00,0,0,0,609,165,0,395,0,0,0
C,151,-34,1/6/2020 3:00,0,0,0,491,165,0,386,0,0,0
C,151,-34,1/6/2020 4:00,0,0,0,521,165,0,388,0,0,0
C,151,-34,1/6/2020 5:00,0,0,0,491,165,0,381,0,0,0
C,151,-34,1/6/2020 6:00,0,0,0,1416,346,2,402,0,0,0
C,151,-34,1/6/2020 7:00,0,0,0,1891,395,35,367,0,0,0
C,151,-34,1/6/2020 8:00,0,0,0,2547,391,102,396,0,0,0
C,151,-34,1/6/2020 9:00,0,0,0,1957,188,158,339,0,0,0
C,151,-34,1/6/2020 10:00,0,0,0,1797,165,194,364,0,0,0
C,151,-34,1/6/2020 11:00,0,0,0,1924,391,242,398,0,0,0
C,151,-34,1/6/2020 12:00,0,0,0,1974,395,246,392,0,0,0
C,151,-34,1/6/2020 13:00,0,0,0,3276,395,213,370,0,0,0
C,151,-34,1/6/2020 14:00,0,0,0,3033,395,186,400,0,0,0
C,151,-34,1/6/2020 15:00,0,0,0,3228,395,125,375,0,0,0
C,151,-34,1/6/2020 16:00,0,0,0,3765,395,81,381,0,0,0
C,151,-34,1/6/2020 17:00,0,0,0,3049,395,29,402,0,0,0
C,151,-34,1/6/2020 18:00,0,0,0,3459,395,4,421,0,0,0
C,151,-34,1/6/2020 19:00,0,0,0,3069,395,0,426,0,0,0
C,151,-34,1/6/2020 20:00,0,0,0,3174,395,0,430,0,0,0
C,151,-34,1/6/2020 21:00,0,0,0,3228,395,0,440,0,0,0
C,151,-34,1/6/2020 22:00,0,0,0,2501,395,0,440,0,0,0
C,151,-34,1/6/2020 23:00,0,0,0,2134,395,0,437,0,0,0
C,151,-34,1/7/2020 0:00,0,0,0,1559,395,0,436,0,0,0
C,151,-34,1/7/2020 1:00,0,0,0,1125,391,0,422,0,0,0
C,151,-34,1/7/2020 2:00,0,0,0,828,165,0,433,0,0,0
C,151,-34,1/7/2020 3:00,0,0,0,654,165,0,430,0,0,0
C,151,-34,1/7/2020 4:00,0,0,0,526,165,0,430,0,0,0
C,151,-34,1/7/2020 5:00,0,0,0,526,165,0,428,0,0,0
C,151,-34,1/7/2020 6:00,0,0,0,764,165,0,430,0,0,0
C,151,-34,1/7/2020 7:00,0,0,0,1853,391,21,427,0,0,0
C,151,-34,1/7/2020 8:00,0,0,0,2838,395,68,429,0,0,0
C,151,-34,1/7/2020 9:00,0,0,0,2074,287,120,427,0,0,0
C,151,-34,1/7/2020 10:00,0,0,0,1927,165,174,429,0,0,0
C,151,-34,1/7/2020 11:00,0,0,0,1334,343,202,429,0,0,0
C,151,-34,1/7/2020 12:00,0,0,0,1816,395,232,432,0,0,0
C,151,-34,1/7/2020 13:00,0,0,0,2770,395,195,438,0,0,0
C,151,-34,1/7/2020 14:00,0,0,0,3545,395,140,437,0,0,0
C,151,-34,1/7/2020 15:00,0,0,0,3238,395,116,440,0,0,0
C,151,-34,1/7/2020 16:00,0,0,0,3018,395,107,438,0,0,0
C,151,-34,1/7/2020 17:00,0,0,0,2386,395,55,427,0,0,0
C,151,-34,1/7/2020 18:00,0,0,0,2732,395,8,430,0,0,0
C,151,-34,1/7/2020 19:00,0,0,0,3011,395,0,434,0,0,0
C,151,-34,1/7/2020 20:00,0,0,0,2791,395,0,432,0,0,0
C,151,-34,1/7/2020 21:00,0,0,0,2131,395,0,440,0,0,0
C,151,-34,1/7/2020 22:00,0,0,0,1506,395,0,435,0,0,0
C,151,-34,1/7/2020 23:00,0,0,0,1379,395,0,439,0,0,0
