Interface,Datetime,Value,Lon0,Lat0,Lon1,Lat1
C_A,1/7/2030 0:00,1079.73,151,-34,130,-12
C_A,1/7/2030 1:00,868.22,151,-34,130,-12
C_A,1/7/2030 2:00,799.35,151,-34,130,-12
C_A,1/7/2030 3:00,735.71,151,-34,130,-12
C_A,1/7/2030 4:00,684.75,151,-34,130,-12
C_A,1/7/2030 5:00,687.13,151,-34,130,-12
C_A,1/7/2030 6:00,596.58,151,-34,130,-12
C_A,1/7/2030 7:00,873.1,151,-34,130,-12
C_A,1/7/2030 8:00,1593.47,151,-34,130,-12
C_A,1/7/2030 9:00,1167.74,151,-34,130,-12
C_A,1/7/2030 10:00,1176.93,151,-34,130,-12
C_A,1/7/2030 11:00,1010.81,151,-34,130,-12
C_A,1/7/2030 12:00,1064.74,151,-34,130,-12
C_A,1/7/2030 13:00,1195.28,151,-34,130,-12
C_A,1/7/2030 14:00,1489.25,151,-34,130,-12
C_A,1/7/2030 15:00,1576.08,151,-34,130,-12
C_A,1/7/2030 16:00,1353.24,151,-34,130,-12
C_A,1/7/2030 17:00,1557.36,151,-34,130,-12
C_A,1/7/2030 18:00,1649.7,151,-34,130,-12
C_A,1/7/2030 19:00,1553.11,151,-34,130,-12
C_A,1/7/2030 20:00,1356.49,151,-34,130,-12
C_A,1/7/2030 21:00,1115.83,151,-34,130,-12
C_A,1/7/2030 22:00,967.5,151,-34,130,-12
C_A,1/7/2030 23:00,802.69,151,-34,130,-12
